row_number,movie_id,director_name
946,2649,David Fincher
947,588,Christophe Gans
948,10393,Howard Deutch
949,71552,Jon Hurwitz
949,71552,Hayden Schlossberg
950,9631,F. Gary Gray
951,216282,Steven Quale
952,306,John Landis
953,928,Joe Dante
954,205587,David Dobkin
955,6623,Mimi Leder
956,1577,Alexander Witt
957,9801,Beeban Kidron
958,2116,Carl Franklin
959,9624,Steven Seagal
960,14199,Robert Rodriguez
961,1907,Danny Boyle
962,4599,Garry Marshall
963,22832,James McTeigue
964,10390,Sam Raimi
965,9879,Andrew Bergman
966,38579,Tom Dey
967,44603,Clint Eastwood
968,11892,Barbet Schroeder
969,9691,Richard Donner
970,1248,Peter Webber
971,12220,Rob Reiner
972,72710,Andrew Niccol
973,10782,John McTiernan
974,9573,Clint Eastwood
975,4959,Tom Tykwer
976,10061,John Carpenter
977,10386,Brad Bird
978,421,Wes Anderson
979,316152,Gary Ross
980,11615,Alan Parker
981,13498,Stephen Herek
982,241554,Jaume Collet-Serra
983,2252,David Cronenberg
984,11968,John Stockwell
985,10047,Luc Besson
986,38319,David Gordon Green
987,69668,Jim Sheridan
988,9770,Costa-Gavras
989,11212,Patrick Read Johnson
990,10533,Roland Joff??
991,38363,Doug Liman
992,9923,Tony Scott
993,11863,William Friedkin
994,18501,Brian Taylor
994,18501,Mark Neveldine
995,109491,Richard LaGravenese
996,9275,Danny DeVito
997,329833,Ben Stiller
998,12634,George Armitage
999,10416,Mike Nichols
1000,47327,Patrick Lussier
1001,15268,Andrzej Bartkowiak
1002,10796,James Wong
1003,9548,Renny Harlin
1004,18947,Richard Curtis
1005,1900,Steven Soderbergh
1006,89,Steven Spielberg
1007,96724,Joe Wright
1008,198184,Neill Blomkamp
1009,9481,Phillip Noyce
1010,4547,David Fincher
1011,53953,Chuck Bowman
1012,6415,David O. Russell
1013,181283,Daniel Espinosa
1014,9896,Jerry Zucker
1015,167,Iain Softley
1016,11232,James Mangold
1017,1636,Harold Ramis
1018,2148,Francis Ford Coppola
1019,5176,James Mangold
1020,260346,Olivier Megaton
1021,1389,Steven Soderbergh
1022,9894,Ben Stiller
1023,7504,Deepa Mehta
1024,8592,Warren Beatty
1025,913,John McTiernan
1026,11091,Penny Marshall
1027,1368,Ted Kotcheff
1028,593,Andrei Tarkovsky
1029,5393,Yvette Kaplan
1029,5393,Paul Bolger
1029,5393,Greg Tiernan
1030,9095,Stephen Frears
1031,8874,P.J. Hogan
1032,11467,Joe Roth
1033,320,Christopher Nolan
1034,199,Jonathan Frakes
1035,20533,Jimmy Hayward
1036,10684,Edward Zwick
1037,1624,Tom Shadyac
1038,325789,Brad Furman
1039,113464,Terence Young
1040,888,Brian Levant
1041,82675,Olivier Megaton
1042,4256,David Zucker
1043,1493,Donald Petrie
1044,88751,Eric Brevig
1045,11130,Garry Marshall
1046,9944,Alan J. Pakula
1047,10731,Joel Schumacher
1048,7350,Rob Reiner
1049,9869,Phillip Noyce
1050,4379,Robert Luketic
1051,146233,Denis Villeneuve
1052,2034,Antoine Fuqua
1053,926,Dean Parisot
1054,4248,Keenen Ivory Wayans
1055,64328,James Bobin
1056,36647,Stephen Norrington
1057,7214,Thomas Carter
1058,1537,Roger Michell
1059,9360,Luis Llosa
1060,6282,David McNally
1061,508,Richard Curtis
1062,9487,Andrew Stanton
1062,9487,John Lasseter
1063,768,Albert Hughes
1063,768,Allen Hughes
1064,2636,Luis Llosa
1065,10478,Ron Shelton
1066,27983,Melville Shavelson
1067,9981,Jesse Dylan
1068,7453,Garth Jennings
1069,15045,Joel Zwick
1070,7737,Russell Mulcahy
1071,232672,Frank Coraci
1072,17379,Wayne Wang
1073,8987,Curtis Hanson
1074,11359,Frank Oz
1075,82525,Oliver Stone
1076,9759,David R. Ellis
1077,9486,Peter Howitt
1078,9906,John A. Davis
1079,841,David Lynch
1080,4688,Julie Taymor
1081,4148,Sam Mendes
1082,2207,Richard Donner
1083,9381,Mathieu Kassovitz
1084,9625,John Gray
1085,9304,Harold Ramis
1086,20856,John Schultz
1087,5955,Sean Penn
1088,9899,Susan Stroman
1089,9826,Simon Wincer
1090,21355,Billy Bob Thornton
1091,10858,Oliver Stone
1092,11439,Roman Polanski
1093,9457,Stephen Sommers
1094,12412,Spike Lee
1095,1494,Zhang Yimou
1096,13184,Danny Pang
1096,13184,Oxide Pang Chun
1097,2185,Barry Sonnenfeld
1098,6639,Mike Newell
1099,38153,George P. Cosmatos
1100,58233,Oliver Parker
1101,116977,Lawrence Kasanoff
1102,68734,Ben Affleck
1103,5503,Andrew Davis
1104,27573,Andy Tennant
1105,819,Barry Levinson
1106,1369,George P. Cosmatos
1107,9623,Brian Gibson
1108,10895,Ben Sharpsteen
1108,10895,Hamilton Luske
1109,10935,Michael Cimino
1110,834,Len Wiseman
1111,228066,Paul McGuigan
1112,711,Gus Van Sant
1113,10468,Betty Thomas
1114,10027,Louis Leterrier
1115,11812,Roger Kumble
1116,37233,Sydney Pollack
1117,37950,Burr Steers
1118,27582,Simon West
1119,64688,Phil Lord
1119,64688,Christopher Miller
1120,509,Roger Michell
1121,7443,Nick Park
1121,7443,Peter Lord
1122,5966,John Hamburg
1123,11066,Reginald Hudlin
1124,136795,Paul Feig
1125,8095,Joseph L. Mankiewicz
1126,87826,Frank Coraci
1127,11560,Carl Franklin
1128,25189,Barbra Streisand
1129,2637,Mark Pellington
1130,18480,Larry Charles
1131,709,John Glen
1132,49730,Catherine Hardwicke
1133,2749,John Herzfeld
1134,9607,Annabel Jankel
1134,9607,Rocky Morton
1135,1830,Andrew Niccol
1136,79,Zhang Yimou
1137,54054,Julie Anne Robinson
1138,228967,Seth Rogen
1138,228967,Evan Goldberg
1139,46528,Sngmoo Lee
1140,27936,Jean-Pierre Jeunet
1141,65,Curtis Hanson
1142,280391,Jamel Debbouze
1143,9476,Brian Helgeland
1144,10610,Gordon Chan
1145,745,M. Night Shyamalan
1146,49527,Asger Leth
1147,73937,David Frankel
1148,1885,John G. Avildsen
1149,168672,David O. Russell
1150,18240,Anne Fletcher
1151,10398,Bruce Beresford
1152,165,Robert Zemeckis
1153,240832,Luc Besson
1154,216015,Sam Taylor-Johnson
1155,12279,Robert Rodriguez
1156,1645,Joel Schumacher
1157,11007,Shawn Levy
1158,193756,Peter Berg
1159,11287,Penny Marshall
1160,259693,James Wan
1161,37799,David Fincher
1162,10184,Ken Kwapis
1163,4257,David Zucker
1164,4234,Wes Craven
1165,196,Robert Zemeckis
1166,257091,Etan Cohen
1167,6114,Francis Ford Coppola
1168,24803,Nora Ephron
1169,109410,Brian Helgeland
1170,1213,Anthony Minghella
1171,100042,Bobby Farrelly
1171,100042,Peter Farrelly
1172,9036,Frank Marshall
1173,257211,Nancy Meyers
1174,323675,Tim Story
1175,9361,Michael Mann
1176,1677,Taylor Hackford
1177,187,Robert Rodriguez
1177,187,Frank Miller
1178,7461,Pete Travis
1179,16538,John Hamburg
1180,9889,Bobby Farrelly
1180,9889,Peter Farrelly
1181,820,Oliver Stone
1182,11565,John Whitesell
1183,6073,Gore Verbinski
1184,16996,Burr Steers
1185,193610,Nick Cassavetes
1186,19912,David R. Ellis
1187,296098,Steven Spielberg
1188,8007,John Moore
1189,32823,Nicholas Stoller
1190,4380,Peter Chelsom
1191,11551,Joe Dante
1192,10336,Mark A.Z. Dipp??
1193,11362,Kevin Reynolds
1194,50348,Brad Furman
1195,48138,Jaume Collet-Serra
1196,1124,Christopher Nolan
1197,227159,Sean Anders
1198,68179,Callan Brunker
1199,1579,Mel Gibson
1200,708,John Glen
1201,34851,Nimr??d Antal
1202,9930,Ivan Reitman
1203,1586,David Koepp
1204,2044,Alejandro Agresti
1205,9913,Iain Softley
1206,71864,Peter Hedges
1207,10761,Paul Weiland
1208,209451,Clint Eastwood
1209,11975,Francis Ford Coppola
1210,4970,Mathieu Kassovitz
1211,11831,Steven Spielberg
1212,9096,John McTiernan
1213,440,Colin Strause
1213,440,Greg Strause
1214,11011,Donald Petrie
1215,10641,Joan Chen
1216,11172,Marc Lawrence
1217,39513,Greg Mottola
1218,82687,Anne Fletcher
1219,41446,Wes Craven
1220,8224,Joel Schumacher
1221,10537,Oliver Stone
1222,225886,Jake Kasdan
1223,10385,Diane Keaton
1224,55779,Steven Quale
1225,10154,Kelly Makin
1226,10647,Mimi Leder
1227,11431,Bobby Farrelly
1227,11431,Peter Farrelly
1228,8457,Steven Brill
1229,188161,Seth MacFarlane
1230,8850,Russell Mulcahy
1231,64685,Stephen Daldry
1232,38357,Roger Michell
1233,10060,Jim Sheridan
1234,11398,Christian Duguay
1235,1833,Chris Columbus
1236,10391,Chuck Russell
1237,8970,Sam Weisman
1238,9306,John Frankenheimer
1238,9306,Richard Stanley
1239,11370,Peter Hyams
1240,12184,Justin Chadwick
1241,1921,Pat O'Connor
1242,1683,Stephen Hopkins
1243,203,Martin Scorsese
1244,11858,Penny Marshall
1245,62835,Olivier Megaton
1246,18937,Frederik Du Chau
1247,13536,Michael Caton-Jones
1248,15556,Irwin Winkler
1249,10718,Joseph Kahn
1250,11062,Harold Becker
1251,10802,Paul Verhoeven
1252,1887,Sofia Coppola
1253,6071,Barbet Schroeder
1254,10461,Stephen T. Kay
1255,80278,Juan Antonio Bayona
1256,12704,Elaine May
1257,10315,Wes Anderson
1258,16643,Stephen Herek
1259,2687,John Carpenter
1260,194,Jean-Pierre Jeunet
1261,11025,Dennie Gordon
1262,8849,Charles Shyer
1263,78698,Ken Kwapis
1264,30943,Ulu Grosbard
1265,9544,William Malone
1266,24418,Paul Weitz
1267,7288,Danny DeVito
1268,14655,Malcolm D. Lee
1269,24575,Jerry Jameson
1270,10366,Mic Rodgers
1271,19898,Christian Alvart
1272,4965,Gary Fleder
1273,15074,Christian Duguay
1274,56715,Jean-Marie Poir??
1275,1272,Danny Boyle
1276,72358,Brian Robbins
1277,20542,Marc F. Adler
1277,20542,Jason Maurer
1278,266396,Pierre Morel
1279,9978,Geoffrey Sax
1280,8271,D.J. Caruso
1281,10428,Iain Softley
1282,5353,Richard Shepard
1283,11934,Joel Coen
1284,14392,Peter Chan
1284,14392,Raymond Yip Wai-Man
1285,19495,Sergei Bodrov Jr.
1285,19495,Ivan Passer
1286,110415,Bong Joon-ho
1287,77459,Bibo Bergeron
1288,26486,Jeff Nathanson
1289,9495,Alex Proyas
1290,256040,S.S. Rajamouli
1291,24420,Robert Schwentke
1292,1257,Michael Lehmann
1293,62214,Tim Burton
1294,16320,Joss Whedon
1295,8842,Charles S. Dutton
1296,9531,Richard Lester
1297,64807,Peter Segal
1298,12289,John Woo
1299,11529,Andy Tennant
1300,20943,Robert Luketic
1301,9099,Jonathan Lynn
1302,9488,Robert Rodriguez
1303,193,David Carson
1304,44865,Wong Kar-wai
1305,55787,Francis Lawrence
1306,257932,Yuefeng Song
1307,10400,Norman Jewison
1308,1957,Michael Apted
1309,10833,David Mirkin
1310,256961,Andy Fickman
1311,5852,Luis Mandoki
1312,12312,John Pasquin
1313,622,Roman Polanski
1314,11306,Michael Apted
1315,12508,Stephen Herek
1316,25793,Lee Daniels
1317,10534,Ridley Scott
1318,1091,John Carpenter
1319,87421,David Twohy
1320,10871,Jeb Stuart
1321,13503,Steve Miner
1322,13600,Gil Kenan
1323,68722,Paul Thomas Anderson
1324,14324,David Leland
1325,14325,Gary Fleder
1326,299687,J Blakeson
1327,312221,Ryan Coogler
1328,23168,Ben Affleck
1329,76494,Kirk Jones
1330,4944,Joel Coen
1330,4944,Ethan Coen
1331,10488,Jennifer Flackett
1331,10488,Mark Levin
1332,96721,Ron Howard
1333,334,Paul Thomas Anderson
1334,23742,Kevin Smith
1335,259694,Christian Ditter
1336,62837,Charles Martin Smith
1337,8966,Catherine Hardwicke
1338,8470,Nick Cassavetes
1339,11001,Les Mayfield
1340,138832,Rawson Marshall Thurber
1341,16911,Fyodor Bondarchuk
1342,2163,Jonathan Mostow
1343,36670,Irvin Kershner
1344,23048,Steve Pink
1345,227735,Charles Martin Smith
1346,2155,John Frankenheimer
1347,8409,F. Gary Gray
1348,222936,Cameron Crowe
1349,31908,Rob Reiner
1350,10219,Scott Hicks
1351,48171,Mikael H??fstr??m
1352,782,Andrew Niccol
1353,75531,Andrew Bergman
1354,11802,Kirk De Micco
1355,9776,Chris Rock
1356,18785,Todd Phillips
1357,365222,Wilson Yip
1358,817,Jay Roach
1359,268,Tim Burton
1360,45054,Roland Joff??
1361,943,Richard Donner
1362,22881,John Lee Hancock
1363,10054,Robert Rodriguez
1364,51540,Seth Gordon
1365,44264,Joel Coen
1365,44264,Ethan Coen
1366,350,David Frankel
1367,152,Robert Wise
1368,109431,Seth Gordon
1369,1598,Martin Scorsese
1370,8065,Robert Luketic
1371,271718,Judd Apatow
1372,11638,Kevin Rodney Sullivan
1373,409,Anthony Minghella
1374,2118,Curtis Hanson
1375,11459,Mike Mitchell
1376,10806,Frank Oz
1377,9348,Roger Donaldson
1378,377,Wes Craven
1379,8843,Tarsem Singh
1380,9313,Randall Wallace
1381,39486,Randall Wallace
1382,1273,Kevin Munroe
1383,13920,Mike Tollin
1384,50544,Will Gluck
1385,325133,Nicholas Stoller
1386,140823,John Lee Hancock
1387,1883,Spike Lee
1388,89492,Judd Apatow
1389,22949,Walt Becker
1390,12437,Patrick Tatopoulos
1391,2959,Ken Kwapis
1392,9957,Dennis Dugan
1393,11648,Gary David Goldberg
1394,9366,Mike Newell
1395,1576,Paul W.S. Anderson
1396,609,Tobe Hooper
1397,5516,Joel Coen
1397,5516,Ethan Coen
1398,13051,John Moore
1399,49530,Andrew Niccol
1400,34806,Alan Poul
1401,49022,Luke Greenfield
1402,11469,Gil Junger
1403,23479,Michael Ritchie
1404,11667,Steven E. de Souza
1405,423,Roman Polanski
1406,2447,Catherine Hardwicke
1407,10066,Jaume Collet-Serra
1408,2288,Mike Nichols
1409,88794,Clint Eastwood
1410,13515,Alexandre Aja
1411,11979,Michael Rymer
1412,169,Stephen Hopkins
1413,8090,Gregory Hoblit
1414,11622,Hugh Wilson
1415,3604,Mike Hodges
1416,9541,Kevin Smith
1417,94348,Rob Cohen
1418,8197,Clint Eastwood
1419,336004,Scott Mann
1420,35019,Susanna White
1421,10410,Danny DeVito
1422,8836,Chris Carter
1423,14442,Tommy O'Haver
1424,321741,Peter Landesman
1425,59965,John Singleton
1426,14175,Gary Chapman
1427,11004,Curtis Hanson
1428,11918,Craig Mazin
1429,98357,Allen Hughes
1430,10012,Wes Craven
1431,49526,David Koepp
1432,268920,Anne Fletcher
1433,9093,Shekhar Kapur
1434,119283,Taylor Hackford
1435,11823,Richard Loncraine
1436,35169,Roger Kumble
1437,118957,Kimble Rendall
1438,849,Peter Yates
1439,4515,Robert Redford
1440,18886,John Milius
1441,6575,Jake Kasdan
1442,6440,Lasse Hallstr??m
1443,13496,Les Mayfield
1444,18320,Jean-Marc Vall??e
1445,22787,Dominic Sena
1446,8967,Terrence Malick
1447,37498,Tsui Hark
1448,144336,David Ayer
1449,9616,Brian Helgeland
1450,13056,Lexi Alexander
1451,14113,Peter Hewitt
1452,285783,Robert Zemeckis
1453,49478,Ronny Yu
1454,9726,Ridley Scott
1455,20763,Richard Donner
1456,9702,Taylor Hackford
1457,9311,Bille August
1458,9280,Brian De Palma
1459,26843,Moustapha Akkad
1460,11876,Jean-Paul Rappeneau
1461,22267,Ang Lee
1462,45958,Alejandro Gonz??lez I????rritu
1463,1969,Joachim R??nning
1463,1969,Espen Sandberg
1464,310706,Tony Kaye
1465,198663,Wes Ball
1466,239573,Ken Scott
1467,10436,Martin Scorsese
1468,1381,Darren Aronofsky
1469,2162,Hugh Johnson
1470,127493,Simon West
1471,12429,Hayao Miyazaki
1472,228205,"George Tillman, Jr."
1473,2900,Rand Ravich
1474,21311,Hugh Hudson
1475,77875,Gabriele Muccino
1476,192136,Justin Chadwick
1477,18254,Warren Beatty
1478,881,Rob Reiner
1479,10877,Andrzej Bartkowiak
1480,9600,Raja Gosnell
1481,202575,Ben Stassen
1481,202575,Jeremy Degruson
1482,71469,Chris Gorak
1483,85446,Scott Speer
1484,326,David R. Ellis
1485,10685,Joe Charbanic
1486,7220,Jonathan Hensleigh
1487,9763,Danny Cannon
1488,72387,Boaz Yakin
1489,12596,Mike Newell
1490,1892,Richard Marquand
1491,13460,Neil Marshall
1492,8055,Stephen Daldry
1493,50647,David Wain
1494,10719,Jon Favreau
1495,9294,Jon Turteltaub
1496,11888,Brian Levant
1497,9647,Richard Donner
1498,9353,Jared Hess
1499,55721,Paul Feig
1500,109414,Seth Rogen
1500,109414,Evan Goldberg
1501,10307,Rupert Wainwright
1502,11978,"George Tillman, Jr."
1503,22907,John Luessenhop
1504,87567,Justin Zackham
1505,38322,John Whitesell
1506,45612,Duncan Jones
1507,7305,Frank Marshall
1508,3594,Joel Schumacher
1509,157841,Jean-Pierre Jeunet
1510,11519,Steven Spielberg
1511,12920,John Gatins
1512,59,David Cronenberg
1513,9335,Louis Leterrier
1514,12106,Sam Raimi
1515,11141,Peter Howitt
1516,8649,Martin Scorsese
1517,31867,Miguel Sapochnik
1518,10253,Shim Hyung-Rae
1519,3587,Norman Jewison
1520,124459,Don Scardino
1521,24662,Mark Dindal
1522,32274,Tim Robbins
1523,182,Steven Soderbergh
1524,5494,Tom Reeve
1525,28,Francis Ford Coppola
1526,38073,Nanette Burstein
1527,2054,Stephen Herek
1528,302156,Ariel Vromen
1529,606,Sydney Pollack
1530,87502,Robert Zemeckis
1531,698,Lewis Gilbert
1532,120467,Wes Anderson
1533,11313,Scott Hicks
1534,6488,Frank Marshall
1535,10559,Gregory Hoblit
1536,296099,John Francis Daley
1536,296099,Jonathan M. Goldstein
1537,8012,Barry Sonnenfeld
1538,1574,Rob Marshall
1539,9032,Dennis Dugan
1540,2770,J.B. Rogers
1541,862,John Lasseter
1542,1637,Jan de Bont
1543,72570,Michael Sucsy
1544,27569,Tom Vaughan
1545,10637,Boaz Yakin
1546,1669,John McTiernan
1547,132363,Lee Daniels
1548,9472,Rawson Marshall Thurber
1549,2907,Barry Sonnenfeld
1550,9273,Steve Oedekerk
1551,9880,Garry Marshall
1552,2925,Hugh Wilson
1553,807,David Fincher
1554,17654,Neill Blomkamp
1555,11836,Stephen Hillenburg
1556,322,Clint Eastwood
1557,70,Clint Eastwood
1558,9535,Harold Ramis
1559,11036,Nick Cassavetes
1560,6557,Anne Fletcher
1561,18126,Peter Chelsom
1562,16340,Stig Bergqvist
1563,10333,Barbra Streisand
1564,4476,Edward Zwick
1565,22947,Jason Reitman
1566,2755,Alexander Payne
1567,82654,Jonathan Levine
1568,59967,Rian Johnson
1569,16300,Chris Weitz
1569,16300,Paul Weitz
1570,9598,Chris Noonan
1571,82696,David Frankel
1572,9870,Nicholas Stoller
1573,8292,John Singleton
1574,8780,Michael McCullers
1575,9715,Forest Whitaker
1576,10521,Gary Winick
1577,10762,Steven Brill
1578,10096,Gary Winick
1579,59436,Woody Allen
1580,227783,Peter Lepeniotis
1581,4133,Ted Demme
1582,10207,Luis Mandoki
1583,172,William Shatner
1584,21972,John Schultz
1585,36593,Peter Segal
1586,707,John Glen
1587,533,Nick Park
1587,533,Steve Box
1588,6023,Richard LaGravenese
1589,6439,Frederik Du Chau
1590,4347,Joe Wright
1591,37056,Gary Winick
1592,4105,Ridley Scott
1593,76489,Bobby Farrelly
1593,76489,Peter Farrelly
1594,3933,Tim Burton
1594,3933,Mike Johnson
1595,9918,James Gartner
1596,273481,Denis Villeneuve
1597,307081,Antoine Fuqua
1598,16871,Sam Raimi
1599,293863,Lee Toland Krieger
1600,13156,Tim McCanlies
1601,41233,Jon M. Chu
1602,9266,John Stockwell
1603,1262,Marc Forster
1604,4513,David Slade
1605,22970,Drew Goddard
1606,7278,Jason Friedberg
1606,7278,Aaron Seltzer
1607,9013,Martin Brest
1608,865,Paul Michael Glaser
1609,10776,Frank Oz
1610,50456,Joe Wright
1611,9823,John R. Leonetti
1612,59861,Tom Hanks
1613,133805,Kimberly Peirce
1614,12763,Liz Friedlander
1615,9766,Phil Joanou
1616,14034,Sam Weisman
1617,12244,Shane Acker
1618,109421,Steven Soderbergh
1619,11137,Martha Coolidge
1620,51162,Stephen Anderson
1620,51162,Don Hall
1621,10152,Troy Miller
1622,9452,Warren Beatty
1623,239566,Tate Taylor
1624,53113,Carl Franklin
1625,9271,Brett Leonard
1626,4474,Ivan Reitman
1627,184346,Scott Derrickson
1628,48340,Alister Grierson
1629,14846,Nick Hurran
1630,72207,Nicholas Stoller
1631,16232,Charles Stone III
1632,43539,Paul Haggis
1633,9920,Kurt Wimmer
1634,8978,Jean-Fran??ois Richet
1635,11702,Antoine Fuqua
1636,18550,Kevin Hooks
1637,8869,Ellory Elkayem
1638,43347,Edward Zwick
1639,3489,Jon Avnet
1640,9701,Niki Caro
1641,2122,Howard Deutch
1642,37707,Vincenzo Natali
1643,10658,Willard Huyck
1644,13150,Gavin O'Connor
1645,9042,Bruce Hunt
1646,17813,Rob Reiner
1647,11208,Paul McGuigan
1648,58151,Craig Gillespie
1649,11400,Terrence Malick
1650,10350,Christopher Roberts
1651,28902,Neil Jordan
1652,14164,James Wong
1653,76640,Kim Jee-woon
1654,11058,Nick Hamm
1655,14844,Andy Cadiff
1656,57089,Mike Disa
1657,1947,Lasse Hallstr??m
1658,8054,Terry Gilliam
1659,46829,Richard J. Lewis
1660,146238,Brad Furman
1661,9989,Peter Howitt
1662,9665,Edward Zwick
1663,311,Sergio Leone
1664,102362,Niels Arden Oplev
1665,11162,Michael Radford
1666,6016,Neil Jordan
1667,17186,Steve Boyum
1668,13967,Chris Noonan
1669,2008,Chen Kaige
1670,9053,Corey Yuen Kwai
1671,4512,Andrew Dominik
1672,76349,Jackie Chan
1672,76349,?????? | Zhang Li
1673,31203,Laurent Tirard
1674,265208,Simon West
1675,45610,Marc Forster
1676,50135,Reinhard Klooss
1676,50135,Holger Tappe
1677,1874,Bille August
1678,271331,Fr??d??ric Auburtin
1679,215211,Olivier Dahan
1680,367961,Maksim Fadeev
1681,10955,Liliana Cavani
1682,223702,Conrad Vernon
1682,223702,Greg Tiernan
1683,254470,Elizabeth Banks
1684,69,James Mangold
1685,4967,Edward Norton
1686,9449,Peter Hewitt
1687,11499,Ron Howard
1688,4912,George Clooney
1689,12771,Reginald Hudlin
1690,323676,Ben Falcone
1691,12506,Richard Attenborough
1692,24071,Lawrence Kasdan
1693,11249,Don Mancini
1694,9667,John Maybury
1695,812,Ron Clements
1695,812,John Musker
1696,277216,F. Gary Gray
1697,87,Steven Spielberg
1698,14444,Norton Virgien
1698,14444,Igor Kovalyov
1699,2043,Lee Tamahori
1700,315664,Stephen Frears
1701,1428,Robert Rodriguez
1702,562,John McTiernan
1703,15373,David Wain
1704,318846,Adam McKay
1705,26320,Ang Lee
1706,14292,Gavin O'Connor
1707,924,Zack Snyder
1708,2018,Adam Shankman
1709,192577,Shinji Aramaki
1710,9428,Wes Anderson
1711,2832,James Mangold
1712,137093,Jon Turteltaub
1713,699,John Glen
1714,9778,Peter Chelsom
1715,8831,Peter Hyams
1716,9398,Ben Stiller
1717,112949,Lasse Hallstr??m
1718,10439,Kenny Ortega
1719,3638,Scott Hicks
1720,23483,Matthew Vaughn
1721,62206,Ruben Fleischer
1722,10577,Patrick Lussier
1723,218778,Miguel Arteta
1724,4348,Joe Wright
1725,78,Ridley Scott
1726,11780,Michael Caton-Jones
1727,192102,McG
1728,2001,James Gray
1729,10383,Janusz Kami??ski
1730,11516,Jacques Perrin
1731,10025,Donald Petrie
1732,15198,Jay Roach
1733,23172,Brian Levant
1734,17834,Michael Ritchie
1735,10016,John Carpenter
1736,10317,David Gordon Green
1737,58431,Burr Steers
1738,9746,Martin Scorsese
1739,13092,Robert B. Weide
1740,59859,Jeff Wadlow
1741,13495,Agust??n D??az Yanes
1742,254473,Camille Delamarre
1743,700,John Glen
1744,4964,Judd Apatow
1745,10024,Nick Cassavetes
1746,13490,Malcolm D. Lee
1747,15927,David Lean
1748,1259,Richard Eyre
1749,5125,Gavin Hood
1750,174,Nicholas Meyer
1751,9583,Callie Khouri
1752,9437,Gary Fleder
1753,525,John Landis
1754,10188,Sanaa Hamri
1755,63574,Todd Graff
1756,245,Chris Weitz
1756,245,Paul Weitz
1757,9825,Steve Miner
1758,186,Paul McGuigan
1759,9549,Philip Kaufman
1760,61891,Roland Emmerich
1761,34584,Wolfgang Petersen
1762,2666,Alex Proyas
1763,12783,Saul Dibb
1764,13155,Walter Murch
1765,42807,Richard Linklater
1766,28355,Christian Alvart
1767,8080,E. Elias Merhige
1768,5126,Menno Meyjes
1769,56288,Robert Rodriguez
1770,303858,Jodie Foster
1771,1613,Ronny Yu
1772,31582,Joel Schumacher
1773,16617,Renny Harlin
1774,8944,Barry Levinson
1775,41488,Norman Jewison
1776,37028,Kenneth Branagh
1777,14560,Steve Carr
1778,10330,Mark Waters
1779,6957,Judd Apatow
1780,1934,John Madden
1781,169917,Scott Frank
1782,951,Ivan Reitman
1783,10189,David Gordon Green
1784,9454,Andy Tennant
1785,2055,Kevin Costner
1786,1551,Joel Schumacher
1787,5902,Richard Attenborough
1788,11460,Wes Craven
1789,9358,David R. Ellis
1790,134,Joel Coen
1791,22894,Scott Stewart
1792,134374,Michael Bay
1793,1901,Paul Weitz
1794,15028,Jonathan Frakes
1795,11509,Lawrence Kasdan
1796,7445,Jim Sheridan
1797,17047,Kevin Allen
1798,62838,Garry Marshall
1799,2057,Michael Cristofer
1800,70436,James McTeigue
1801,16784,Donald Petrie
1802,8011,Andrew Morahan
1803,31640,Bob Rafelson
1804,9092,Michael Cohn
1805,2779,Woody Allen
1806,316002,David O. Russell
1806,316002,Stephen Greene
1807,36355,Alan Shapiro
1808,238615,Tarsem Singh
1809,1985,Fernando Meirelles
1810,615,Mel Gibson
1811,788,Chris Columbus
1812,380,Barry Levinson
1813,13223,Clint Eastwood
1814,10523,Oliver Stone
1815,8681,Pierre Morel
1816,239571,Michael Hoffman
1817,619,Mick Jackson
1818,424,Steven Spielberg
1819,50014,Tate Taylor
1820,162903,Bill Condon
1821,11024,Raja Gosnell
1822,208763,Oleg Stepchenko
1823,6466,Ronny Yu
1824,254024,Michael Winterbottom
1825,12589,John A. Davis
1826,7191,Matt Reeves
1827,1497,Michael Pressman
1828,117,Brian De Palma
1829,6977,Joel Coen
1829,6977,Ethan Coen
1830,168530,Tim Story
1831,634,Sharon Maguire
1832,392,Lasse Hallstr??m
1833,10327,Charles Herman-Wurmfeld
1834,88042,Andy Fickman
1835,41630,Ivan Reitman
1836,11969,George P. Cosmatos
1837,2085,Andrzej Bartkowiak
1838,794,Richard Donner
1839,9286,James Wong
1840,77877,Scott Hicks
1841,1265,G??bor Csup??
1842,866,Marc Forster
1843,175555,Tyler Perry
1844,75174,Joe Carnahan
1845,11096,John Polson
1846,8699,Adam McKay
1847,769,Martin Scorsese
1848,10923,Harald Zwart
1849,11283,Kirk Jones
1850,111,Brian De Palma
1851,11676,Steve Oedekerk
1852,746,Bernardo Bertolucci
1853,77866,Baltasar Korm??kur
1854,9416,Brett Ratner
1855,7345,Paul Thomas Anderson
1856,14317,Cathy Malkasian
1856,14317,Jeff McGrath
1857,20694,Norton Virgien
1857,20694,John Eng
1858,12277,Malcolm D. Lee
1859,9779,Ken Kwapis
1860,2140,Chris Nahon
1861,12620,Fred Wolf
1862,14177,Bille Woodruff
1863,198185,Craig Gillespie
1864,227156,Phillip Noyce
1865,10735,Dennie Gordon
1866,11351,Victor Salva
1867,10030,Mark Helfrich
1868,10623,Andrzej Bartkowiak
1869,590,Stephen Daldry
1870,9655,Andy Fickman
1871,1268,Steve Bendelack
1872,11237,Dwight H. Little
1873,190955,Guillaume Canet
1874,5123,Kirsten Sheridan
1875,4518,Shekhar Kapur
