qmdbId,movieId,tmdbId,imdbId,year,genre_kws,description_kws,cast_kws
420,1268,29461,120169,1997,"['comedy', 'drama']","['unity', 'sister', 'relationships', 'family']","['A.', 'Long', 'Beach', 'Fox', 'Michael', 'Vivica', 'Nia', 'George', 'Tillman,', 'Jr.']"
421,1271,2649,119174,1997,"['thriller', 'mystery', 'drama']","['surprising', 'party', 'brother', 'life', 'of', 'birthday', 'relationship', 'danger']","['Deborah', 'Douglas', 'Penn', 'Michael', 'Sean', 'Unger', 'Kara', 'David', 'Fincher']"
422,1276,55306,120402,1997,['drama'],"['father', 'stolen', 'stabbing', 'son', 'independent', 'daughter-in-law', 'beekeeper', 'florida', 'film', 'family', 'father-in-law', 'robbery', 'orlando', 'money', 'bank', 'dysfunctional', 'relationship']","['Peter', 'Richardson', 'Patricia', 'Dunford', 'Christine', 'Fonda', 'Victor', 'Nunez']"
423,1277,68924,119349,1997,['drama'],"['independent', 'novel', 'based', 'film', 'family', 'thanksgiving', '1970s', 'dysfunctional', 'on']","['Sigourney', 'Joan', 'Weaver', 'Kline', 'Kevin', 'Allen', 'Ang', 'Lee']"
424,1278,2255,118842,1997,"['comedy', 'drama', 'romance']","['comic-strip', 'independent', 'book', 'of', 'best', 'film', 'life', 'a', 'coming', 'love', 'lesbian', ""one's"", 'friend', 'jersey', 'bisexuality', 'menage', 'artist', 'trois', 'out', 'new', 'comic']","['Jason', 'Ben', 'Lauren', 'Adams', 'Joey', 'Affleck', 'Lee', 'Kevin', 'Smith']"
425,1279,28353,119326,1997,"['comedy', 'romance']","['party', 'player', 'sex', 'friends']","['Bellamy', 'Lark', 'Voorhies', 'Mac', 'Bernie', 'Bill', 'Lionel', 'C.', 'Martin']"
426,1280,9427,119164,1997,['comedy'],"['steel', 'attempt', 'stripper', 'worker', 'striptease', 'suicide', 'repossession', 'male']","['Snape', 'Addy', 'Carlyle', 'William', 'Robert', 'Mark', 'Peter', 'Cattaneo']"
427,1283,3597,119345,1997,"['thriller', 'mystery', 'horror']","['friends', 'revenge', 'police', 'teenager', 'fisherman', 'pageant', 'high', 'murder', 'killer', 'cover-up', 'school', 'blackmail', 'secret', 'slasher']","['Hewitt', 'Gellar', 'Jennifer', 'Ryan', 'Phillippe', 'Michelle', 'Sarah', 'Love', 'Jim', 'Gillespie']"
428,1284,1813,118971,1997,"['thriller', 'mystery', 'drama', 'horror']","['abuse', 'son', 'satan', 'with', 'crooked', 'child', 'law', 'subway', 'seduction', 'city', 'firm', 'lawyer', 'spirit', 'temptation', 'hallucination', 'courtroom', 'bible', 'evil', 'religion', 'deadly', 'sins', 'gainesville', 'ethics', 'devil', 'lust', 'the', 'pact', 'southern', 'usa', 'nudity', ""devil's"", 'york', 'seven', 'florida', 'new', 'obsession', 'manhattan,', 'crisis', 'marriage', 'ambition']","['Charlize', 'Keanu', 'Reeves', 'Pacino', 'Al', 'Theron', 'Taylor', 'Hackford']"
429,1291,782,119177,1997,"['fiction', 'science', 'mystery', 'romance', 'thriller']","['future', 'blood', 'heart', 'sample', 'attempt', 'cheating', 'genetics', 'dystopic', 'dna', 'spaceman', 'disease', 'identity', 'exercise', 'mission', 'space', 'suicide', 'dystopia', 'hostility', 'eugenics', 'new', 'biotechnology', 'paraplegic', 'false', 'investigation']","['Gore', 'Hawke', 'Ethan', 'Jude', 'Vidal', 'Law', 'Andrew', 'Niccol']"
430,1295,45153,119080,1997,['drama'],"['sister', 'aunt', 'father', 'independent', 'all', 'director', 'curse', 'film', 'menstruation', 'daughter', 'superstition', 'black', 'cast', 'mother', 'niece', 'woman', 'tavern', 'relationship']","['Good', 'Meagan', 'Smollett', 'Whitfield', 'Lynn', 'Jurnee', 'Kasi', 'Lemmons']"
431,1296,10871,119210,1997,"['action', 'thriller', 'adventure', 'mystery']","['train', 'son', 'loss', 'serial', 'of', 'killer']","['R.', 'Dennis', 'Danny', 'Ermey', 'Quaid', 'Glover', 'Lee', 'Jeb', 'Stuart']"
432,1298,10890,83131,1981,"['action', 'comedy']","['ex-girlfriend', 'military', 'army', 'u.s.', 'date', 'spoof']","['Harold', 'Warren', 'Oates', 'Ramis', 'Murray', 'Bill', 'Ivan', 'Reitman']"
433,1301,9770,119592,1997,"['action', 'thriller', 'drama']","['independent', 'journalist', 'museum', 'film', 'hostage', 'drama']","['Mia', 'Hoffman', 'Travolta', 'John', 'Kirshner', 'Dustin', 'Costa-Gavras']"
434,1306,11975,119978,1997,"['thriller', 'crime', 'drama']","['court', 'case', 'lawyer', 'jurors', 'proof', 'courtroom', 'leukemia']","['Damon', 'Danny', 'Jon', 'DeVito', 'Voight', 'Matt', 'Francis', 'Ford', 'Coppola']"
435,1307,4995,118749,1997,['drama'],"['lead', 'gay', 'rags', 'riches', 'industry', 'pornographic', 'actor', 'drug', 'porn', 'video', 'character', 'from', 'pornography', 'to', 'sex']","['Wahlberg', 'Reynolds', 'C.', 'John', 'Reilly', 'Mark', 'Burt', 'Paul', 'Thomas', 'Anderson']"
436,1308,9281,90329,1985,"['thriller', 'crime', 'drama', 'romance']","['amish', 'police', 'raising', 'lancaster,', 'corruption', 'pa', 'brutality', 'barn', 'detective', 'suspense']","['Sommer', 'Josef', 'Harrison', 'McGillis', 'Kelly', 'Ford', 'Peter', 'Weir']"
437,1309,563,120201,1997,"['fiction', 'science', 'adventure', 'action', 'thriller']","['spaceship', 'instructor', 'marine', 'intelligence', 'satire', 'drill', 'battle', 'military', 'asteroid', 'buenos', 'army', 'soldier', 'space', 'dystopia', 'moon', 'aires']","['Casper', 'Dien', 'Van', 'Meyer', 'Denise', 'Richards', 'Dina', 'Paul', 'Verhoeven']"
438,1310,61337,118901,1997,"['comedy', 'drama']","['sister', 'half', 'satire', 'hospital', 'nun']","['Helen', 'Sedgwick', 'James', 'Spader', 'Mirren', 'Kyra', 'Sidney', 'Lumet']"
439,1312,31535,118836,1998,['comedy'],"['inventor', 'invention', 'scandal']","['Scott', 'Miller', 'Larry', 'Thorne-Smith', ""'Carrot"", 'Thompson', ""Top'"", 'Courtney', 'Alex', 'Zamm']"
440,1313,10215,120148,1998,"['fantasy', 'comedy', 'drama', 'romance']","['in', 'chance', 'time', 'life', 'marketing', 'commercial', 'ending', 'ambiguous', 'reality', 'double', 'fantasy', 'alternative', 'flagranti', 'travel']","['John', 'Paltrow', 'Gwyneth', 'Hannah', 'Lynch', 'Peter', 'Howitt']"
441,1314,9823,119707,1997,"['action', 'fiction', 'fantasy', 'science']","['fighting', 'based', 'arts', 'authority', 'battle', 'tournament', 'video', 'hand', 'martial', 'combat', 'to', 'on', 'game']","['Robin', 'James', 'Remar', 'Talisa', 'Shou', 'Soto', 'John', 'R.', 'Leonetti']"
442,1315,37165,120382,1998,"['comedy', 'drama']","['show', 'make', 'pretend', 'hidden', 'reality', 'believe', 'camera', 'dystopia', 'claustrophobia']","['Laura', 'Emmerich', 'Noah', 'Carrey', 'Jim', 'Linney', 'Peter', 'Weir']"
443,1319,4824,119395,1997,"['action', 'crime', 'adventure', 'thriller']","['hitman', 'war', 'fbi', 'cold']","['Sidney', 'Gere', 'Bruce', 'Richard', 'Willis', 'Poitier', 'Michael', 'Caton-Jones']"
444,1320,9444,118617,1997,"['family', 'animation']","['train', 'exploding', 'language', 'tzar', 'revolution', 'adaptation', 'musical', 'explosion', 'foreign', 'russian']","['Ryan', 'John', 'Lloyd', 'Meg', 'Christopher', 'Cusack', 'Gary', 'Goldman']"
445,1321,9414,120483,1997,"['thriller', 'crime', 'comedy', 'action']","['england', 'tv', 'show', 'london', 'helicopter', 'novel', 'milieu', 'based', 'brother', 'agent', 'escape', 'bomb', 'bank', 'mistaken', 'theatre', 'on', 'identity', 'relationship']","['Peter', 'Gallagher', 'Murray', 'Whalley', 'Joanne', 'Bill', 'Jon', 'Amiel']"
446,1322,8078,118583,1997,"['action', 'fiction', 'science', 'horror']","['underwater', 'in', 'xenomorph', 'swimming', 'android', 'mercenary', 'engineering', 'scientist', 'alien', 'smuggler', 'manipulation', 'decompression', 'explosive', 'cloning', 'wheelchair', 'queen', 'gene', 'genetic', 'breeding', 'disembowelment', 'betrayal', 'dystopia', 'flamethrower', 'sequel', 'regeneration', 'impalement', 'man']","['Sigourney', 'Ryder', 'Winona', 'Weaver', 'Brad', 'Dourif', 'Jean-Pierre', 'Jeunet']"
447,1323,11831,118607,1997,"['mystery', 'drama', 'history']","['figure', 'slavery', 'mutiny', 'tall', 'trade', 'ship', 'slave', 'havanna', 'historical', 'sentence', 'cuba']","['Freeman', 'Morgan', 'Hawthorne', 'Hopkins', 'Anthony', 'Nigel', 'Steven', 'Spielberg']"
448,1324,2895,118632,1997,['drama'],"['christianity', 'radio', 'apostle', 'independent', 'coma', 'jealousy', 'station', 'louisiana', 'texas', 'minister', 'forgiveness', 'film', 'preacher']","['Duvall', 'Thornton', 'Carter', 'Billy', 'June', 'Cash', 'Bob', 'Robert', 'Robert', 'Duvall']"
449,1328,2639,118954,1997,"['comedy', 'drama']","[""writer's"", 'independent', 'york', 'film', 'new', 'block', 'author', 'insanity']","['Crystal', 'Woody', 'Allen', 'Alley', 'Billy', 'Kirstie', 'Woody', 'Allen']"
450,1329,9574,119137,1997,"['science', 'fiction', 'comedy', 'family']","['mad', 'green', 'flight', 'vows', 'wedding', 'inventor', 'scientist', 'slime']","['Robin', 'Marcia', 'Gay', 'Harden', 'McDonald', 'Christopher', 'Williams', 'Les', 'Mayfield']"
451,1331,489,119217,1997,['drama'],"['m.i.t.', 'friends', 'mathematics', 'janitor', 'boston', 'irish', 'flashback', 'prodigy', 'baseball', 'genius', 'courtroom', 'university', 'harvard', 'professor', 'psychologist', 'love', 'ambition']","['Damon', 'Robin', 'Ben', 'Affleck', 'Matt', 'Williams', 'Gus', 'Van', 'Sant']"
452,1333,8197,119668,1997,"['thriller', 'crime', 'mystery', 'drama']","['drag', 'queen', 'savannah', 'voodoo']","['Spacey', 'John', 'Kevin', 'Jude', 'Law', 'Cusack', 'Clint', 'Eastwood']"
453,1336,4233,120082,1997,"['mystery', 'horror']","['festivals', 'film', 'slaughter', 'slasher']","['Cox', 'Arquette', 'Campbell', 'David', 'Neve', 'Courteney', 'Wes', 'Craven']"
454,1337,10217,120255,1997,['drama'],"['canada', 'lawyer', 'independent', 'bus', 'film', 'suffering', 'school', 'vehicular', 'village', 'accident', 'paralysis']","['Ian', 'Sarah', 'Banks', 'Holm', 'Polley', 'Caerthan', 'Atom', 'Egoyan']"
455,1338,597,120338,1997,"['thriller', 'drama', 'romance']","['poor', 'crossed', 'imax', '3d', 'steerage', 'star', 'class', '-', 'shipwreck', 'ocean', 'differences', 'woman', 'rich', 'love', 'snob', '1910s', 'panic', 'ship', 'titanic', 'lovers', 'liner', 'iceberg', 'disaster', 'salvage', 'tragic', 'epic', 'man']","['DiCaprio', 'Leonardo', 'Fisher', 'Winslet', 'Kate', 'Frances', 'James', 'Cameron']"
456,1339,714,120347,1997,"['action', 'adventure', 'thriller']","['england', 'special', 'station', 'of', 'spy', 'london', 'manipulation', 'tycoon', 'hamburg', 'navy', 'car', 'news', 'intelligence', 'broadcast', 'media', 'the', 'secret', 'tv', 'germany', 'motorcycle', 'china', 'missile', 'service', 'television']","['Pryce', 'Brosnan', 'Pierce', 'Michelle', 'Yeoh', 'Jonathan', 'Roger', 'Spottiswoode']"
457,1340,9922,119925,1997,"['adventure', 'drama']","['usa', 'post', 'army', 'apocalypse', 'postman']","['Patton', 'Costner', 'Kevin', 'Will', 'Olivia', 'Williams', 'Kevin', 'Costner']"
458,1341,547,119314,1998,"['drama', 'romance']","['riding', 'nature', 'animal', 'relationship', 'ranch', 'life', 'daughter', 'mother', 'attachment', 'horseback', 'country', 'woman', 'accident', 'love', 'triangle', 'whisperer', 'to', 'confidence', 'york', 'horse', 'new', 'montana', 'trauma', 'crisis', 'career', 'marriage', 'travel']","['Sam', 'Scott', 'Redford', 'Thomas', 'Kristin', 'Robert', 'Neill', 'Robert', 'Redford']"
459,1343,184,119396,1997,"['crime', 'comedy', 'romance']","['airport', 'weapon', 'police', 'deal', 'drug', 'arms', 'underworld']","['L.', 'Pam', 'Robert', 'Grier', 'Jackson', 'Samuel', 'Forster', 'Quentin', 'Tarantino']"
460,1344,9746,119485,1997,['drama'],"['monk', 'buddhism', 'buddhist', 'tibet', 'china', 'buddha', 'lama', 'dalai', 'lhasa', 'mountains']","['Thuthob', 'Migyur', 'Tencho', 'Tsarong', 'Tsewang', 'Gyalpo', 'Tenzin', 'Khangsar', 'Martin', 'Scorsese']"
461,1346,115,118715,1998,"['crime', 'comedy']","['kidnapping', 'team', 'heart', 'angeles', 'impregnation', 'marijuana', 'carpet', 'dude', 'ashes', 'nihilism', 'weeds', 'bowling', 'ball', 'white', 'millionaire', 'russian', 'attack', 'veteran', 'lsd', 'vietnam', 'los', 'unemployed', 'cowboy']","['Jeff', 'John', 'Goodman', 'Bridges', 'Moore', 'Julianne', 'Joel', 'Coen']"
462,1353,586,120885,1997,"['comedy', 'drama']","['government', 'scandal', 'of', 'war', 'manipulation', 'affair', 'film', 'campaign', 'extramarital', 'adviser', 'president', 'sex', 'staging', 'gulf', 'rape', 'election', 'media', 'albania', 'the', 'senator', 'maker', 'd.c.', 'usa', 'washington', 'veteran', 'presidential', 'soldier', 'cia']","['Hoffman', 'Anne', 'De', 'Heche', 'Niro', 'Dustin', 'Robert', 'Barry', 'Levinson']"
463,1354,2666,118929,1998,"['fiction', 'science', 'mystery']","['soul', 'future', 'memory', 'manipulation', 'tech', 'noir', 'matrix', 'chaos', 'sleep', 'neo-noir', 'world', 'duel', 'dystopia', 'parallel', 'retrofuturism']","['Kiefer', 'William', 'Rufus', 'Sewell', 'Sutherland', 'Hurt', 'Alex', 'Proyas']"
464,1357,11258,120696,1998,['thriller'],"['car', 'evacuation', 'hoodlum', 'armored', 'rain', 'sheriff', 'crook']","['Christian', 'Freeman', 'Morgan', 'Slater', 'Randy', 'Quaid', 'Mikael', 'Salomon']"
465,1358,9490,120693,1998,"['crime', 'comedy']","['director', 'drug', 'company', 'marijuana', 'woman', 'smoking']","['Tommy', 'Harland', 'Chong', 'Dave', 'Chappelle', 'Williams', 'Tamra', 'Davis']"
466,1360,25719,120122,1997,"['crime', 'comedy', 'romance']","['england', 'nightclub', 'london', 'secretary', 'parole', 'scam', 'fraud', 'wealth', 'liar', 'hospital', 'con', 'thief', 'money', 'dishonesty', 'chase', 'wedding', 'business', 'love']","['Townsend', 'Dan', 'Stuart', 'Futterman', 'Beckinsale', 'Kate', 'Stefan', 'Schwartz']"
467,1364,6116,120185,1997,"['comedy', 'music', 'adventure', 'fantasy', 'drama']","['pop', 'star', 'culture']","['Emma', 'Brown', 'Beckham', 'Bunton', 'Melanie', 'Victoria', 'Bob', 'Spiers']"
468,1365,9457,118956,1998,"['fiction', 'science', 'adventure', 'horror', 'action']","['heist', 'monster', 'robbery', 'sea', 'liner', 'ocean', 'jewel', 'armed']","['Famke', 'Janssen', 'Anthony', 'Treat', 'Heald', 'Williams', 'Stephen', 'Sommers']"
469,1367,11702,120008,1998,"['action', 'thriller', 'crime', 'drama']","['revenge', 'uzi', 'dealer', 'funeral', 'silencer', 'raid', 'replacement', 'assault', 'police', 'drug', 'contract', 'killer', 'chinatown', 'sniper', 'sunglasses', 'one', 'objector', 'army', 'conscientious', 'hitman', 'the', 'on', 'fugitive', 'usa', 'rifle', 'china', 'man', 'run', 'lord']","['Chow', 'Rooker', 'Mira', 'Michael', 'Yun-fat', 'Sorvino', 'Antoine', 'Fuqua']"
470,1373,10153,120184,1998,"['fiction', 'science']","['marine', 'paranoia', 'deepsea', 'extraterrestrial', 'floor', 'space', 'raumschiffabsturz', 'ocean', 'technology', 'psychologist', 'alien']","['Hoffman', 'Sharon', 'L.', 'Jackson', 'Dustin', 'Samuel', 'Stone', 'Barry', 'Levinson']"
471,1375,2898,119822,1997,"['comedy', 'romance']","['obnoxious', 'cowardliness', 'dog', 'lone', 'writer', 'noodle', 'salad', 'wolf', 'unlikely', 'rude', 'parent', 'waitress', 'friendship', 'author', 'neighbor', 'single']","['Jack', 'Helen', 'Hunt', 'Kinnear', 'Nicholson', 'Greg', 'James', 'L.', 'Brooks']"
472,1380,47452,119574,1997,"['foreign', 'drama', 'romance']","['obsessive', 'obsession', 'actor', 'love']","['Jason', 'John', 'Hancock', 'Sheila', 'Priestley', 'Hurt', 'Richard', 'Kwietniowski']"
473,1384,9313,120744,1998,"['action', 'adventure', 'drama']","['musketeer', 'france', 'mask', 'swordplay']","['Jeremy', 'Depardieu', 'Irons', 'DiCaprio', 'Gérard', 'Leonardo', 'Randall', 'Wallace']"
474,1385,42807,120769,1998,"['action', 'crime', 'drama']","['crime', 'western', 'bank', 'spree', 'u.s.', 'robber']","['Matthew', 'Skeet', 'Hawke', 'Ethan', 'Ulrich', 'McConaughey', 'Richard', 'Linklater']"
475,1386,617,120890,1998,"['crime', 'mystery', 'drama']","['sexual', 'trash', 'crocodile', 'abuse', 'upper', 'pretended', 'everglades', 'harpoon', 'seduction', 'single', 'epilogue', 'affair', 'class', 'extramarital', 'a', 'van', 'poison', 'cheerleader', 'sailboat', 'planned', 'lolita', 'plan', 'court', 'eroticism', 'alligator', 'white', 'rape', 'gifted', 'millionaire', 'bisexuality', 'menage', 'trois', 'heart-throb', 'case', 'intellectually', 'florida', 'murder', 'sailing', 'blackmail']","['Bacon', 'Kevin', 'Denise', 'Richards', 'Dillon', 'Matt', 'John', 'McNaughton']"
476,1390,9440,119942,1998,"['comedy', 'drama']","['usa', 'house', 'white', 'presidential', 'scandal', 'election', 'affair', 'extramarital', 'george', 'w.', 'president', 'bush']","['Emma', 'Thornton', 'Travolta', 'John', 'Thompson', 'Billy', 'Bob', 'Mike', 'Nichols']"
477,1393,32456,124179,1997,"['drama', 'romance']","['revenge', 'loft', 'actor', 'analingus', 'love']","['Heather', 'Natasha', 'Gregson', 'Graham', 'Downey', 'Jr.', 'Wagner', 'Robert', 'James', 'Toback']"
478,1394,17127,120772,1998,"['comedy', 'drama', 'romance']","['gay', 'in', 'blind', 'straight', 'falling', 'date', 'woman', 'man', 'love', 'relationship']","['Jennifer', 'Aniston', 'Panettiere', 'Paul', 'Hayden', 'Rudd', 'Nicholas', 'Hytner']"
479,1395,40688,120645,1998,"['comedy', 'family', 'animation']",[],"['Walker', 'John', 'Dennis', 'Hopper', 'Ashton', 'Paul', 'Steve', 'Boyum']"
480,1397,19848,119905,1998,['drama'],"['stripper', 'club', 'fight', 'cat', 'strip', 'dominatrix']","['Elder', 'Dick', 'Judyann', 'Anthony', 'LisaRaye', 'McCoy', 'Williams', 'Ice', 'Cube']"
481,1398,17644,120598,1998,['family'],[],"['Steve', 'Gomer']"
482,1401,2157,120738,1998,"['fiction', 'science', 'adventure', 'family']","['explorer', 'time', 'sabotage', 'deep', 'space', 'travel']","['William', 'Oldman', 'LeBlanc', 'Gary', 'Matt', 'Hurt', 'Stephen', 'Hopkins']"
483,1402,8838,120749,1998,"['action', 'thriller', 'crime', 'drama']","['savant', 'peril', 'assassin', 'boy', '(nsa)', 'in', 'national', 'autistic', 'loss', 'family', 'agent', 'of', 'autism', 'child', 'fbi', 'security', 'agency', 'bangkok']","['Hughes', 'Alec', 'Bruce', 'Willis', 'Baldwin', 'Miko', 'Harold', 'Becker']"
484,1403,29193,120176,1997,"['thriller', 'crime', 'mystery', 'drama']","['invention', 'confidence', 'independent', 'dialogue', 'film']","['Ben', 'Scott', 'Campbell', 'Martin', 'Gazzara', 'Steve', 'David', 'Mamet']"
485,1404,795,120632,1998,"['fantasy', 'drama', 'romance']","['interspecies', 'heaven', 'angeles', 'afterlife', 'life', 'romance', 'operation', 'los', 'suicide', 'death', 'angel', 'desperation', 'faith', 'and']","['Andre', 'Ryan', 'Meg', 'Nicolas', 'Braugher', 'Cage', 'Brad', 'Silberling']"
486,1408,9469,124718,1998,['drama'],"['father', 'son', 'independent', 'begnadigung', 'film', 'college', 'forgiveness', 'from', 'basketball', 'release', 'homicide', 'relationship', 'prison']","['Jovovich', 'Washington', 'Denzel', 'Allen', 'Ray', 'Milla', 'Spike', 'Lee']"
487,1411,16148,120906,1998,"['thriller', 'crime', 'comedy', 'mystery']","['film', 'detective', 'independent', 'blackmail']","['Ryan', 'Pullman', 'Ben', 'Stiller', ""O'Neal"", 'Bill', 'Jake', 'Kasdan']"
488,1413,9449,118755,1997,"['comedy', 'adventure', 'family', 'action', 'fantasy']","['household', 'lawyer', ""child's"", 'view', 'people', 'of', 'little', 'point', 'real', 'estate', 'dwarves']","['Broadbent', 'John', 'Goodman', 'Imrie', 'Jim', 'Celia', 'Peter', 'Hewitt']"
489,1414,78149,118577,1998,['comedy'],"['smithee', 'alan']","['Whoopi', 'Stallone', 'Goldberg', 'Sylvester', 'Jackie', 'Chan', 'Alan', 'Smithee']"
490,1419,10622,117786,1997,"['action', 'crime', 'comedy']","['journalist', 'arts', 'drug', 'martial', 'dealer', 'cook']","['Jackie', 'Chan', 'Richard', 'Miki', 'Norton', 'Lee', 'Sammo', 'Hung']"
491,1421,17139,119448,1997,"['foreign', 'drama', 'history']","['law', 'ethics', 'and']","['Fedja', 'Schuurman', 'Betty', 'van', 'Decleir', 'Jan', 'Huêt', 'Mike', 'van', 'Diem']"
492,1426,9448,120609,1998,"['action', 'comedy', 'adventure', 'thriller']","['dark', 'subtitled', 'scene', 'of', 'motion', 'movie', 'bungee-jump', 'night', 'goggles', 'suitcase', 'a', 'stealing', 'full', 'comedy', 'car', 'poster', 'kosher', 'money', 'smoking', 'store', 'cigarette', 'vision', 'video', 'slow']","['Wahlberg', 'Lou', 'Diamond', 'Christina', 'Applegate', 'Phillips', 'Mark', 'Kirk', 'Wong']"
493,1429,78373,118925,1998,"['comedy', 'family', 'drama']","['small', 'town', 'texas']","['Peter', 'Facinelli', 'Eddie', 'Mills', 'Meyer', 'Breckin', 'Tim', 'McCanlies']"
494,1432,55561,118866,1997,"['comedy', 'drama']","['film', 'woman', 'independent', 'director']","['Kudrow', 'Posey', 'Collette', 'Lisa', 'Parker', 'Toni', 'Jill', 'Sprecher']"
495,1433,8656,120647,1998,"['action', 'drama', 'romance']","['astronaut', 'usa', 'astronomer', 'metereologist', 'director', 'movie', 'nasa', 'comet', 'disaster', 'tsunami', 'mission', 'space', 'president', 'woman', 'natural']","['Duvall', 'Leoni', 'Elijah', 'Wood', 'Téa', 'Robert', 'Mimi', 'Leder']"
496,1434,58680,120531,1998,"['comedy', 'romance']","['director', 'york', 'blind', 'new', 'manhattan,', 'date', 'city', 'woman', 'love']","['Tommy', 'Pinkett', 'Smith', 'Martin', 'Davidson', 'Jada', 'Duane', 'Daisy', 'von', 'Scherler', 'Mayer']"
497,1437,18937,120800,1998,"['family', 'romance', 'animation', 'fantasy', 'drama']",[],"['Gilsig', 'Jessalyn', 'Elwes', 'Oldman', 'Cary', 'Gary', 'Frederik', 'Du', 'Chau']"
498,1439,9452,118798,1998,"['comedy', 'drama']","['swearing', 'culture', 'satire', 'hip', 'politics', 'election', 'campaign', 'liberal', 'murder', 'of', 'mission', 'political', 'hop']","['Halle', 'Warren', 'Astin', 'Beatty', 'Berry', 'Sean', 'Warren', 'Beatty']"
499,1440,1878,120669,1998,"['comedy', 'adventure', 'drama']","['fake', 'sweaty', 'chapel', 'police', 'journalist', 'convention', 'grapefruit', 'cadillac', 'stingray', 'face', 'corvette', 'wedding', 'gonzo', 'convertible', 'identity', 'gibberish']","['Tobey', 'del', 'Maguire', 'Johnny', 'Toro', 'Benicio', 'Depp', 'Terry', 'Gilliam']"
500,1443,9715,119313,1998,"['drama', 'romance']","['costume', 'dog', 'pond', 'family', 'leaving', 'texas', 'loss', 'high', 'judgment', 'school', 'telegram', 'funeral', 'despair', ""one's""]","['Connick', 'Sandra', 'Gena', 'Jr.', 'Harry', 'Bullock', 'Rowlands', 'Forest', 'Whitaker']"
501,1448,6068,120828,1998,"['action', 'comedy', 'adventure', 'romance']","['overleven', 'guy', 'family']","['Anne', 'Schwimmer', 'David', 'Harrison', 'Heche', 'Ford', 'Ivan', 'Reitman']"
502,1449,15037,127723,1998,"['comedy', 'drama', 'romance']","['music', 'revenge', 'american', 'letter', 'plot', 'friendship', 'rock', 'fun', 'player', 'washed', 'star', 'radio', 'outcast', 'up', 'regret', 'break-up', 'cheerleader', 'alcohol', 'woman', 'football', 'groupie', 'love', 'nerd', 'party', 'college', 'having', 'unlikely', 'jocks', 'homophobia', 'pop', 'infatuation', 'friends', 'costume', 'graduation', 'director', 'social', 'high', 'dating', 'band', 'school']","['Hewitt', 'Jennifer', 'Charlie', 'Ethan', 'Love', 'Embry', 'Korsmo', 'Deborah', 'Kaplan']"
503,1452,21334,118849,1997,"['comedy', 'family', 'drama']","['race', 'sister', 'class', 'brother', 'foot', 'relationship']","['Bahare', 'Mohammad', 'Hashemian', 'Amir', 'Seddiqi', 'Naji', 'Farrokh', 'Majid', 'Majidi']"
504,1456,10674,120762,1998,"['adventure', 'family', 'animation']","['training', 'princess', 'daughter', 'cricket', 'luck', 'dragon', 'musical', 'homeland']","['Eddie', 'Jackie', 'Chan', 'Ming-Na', 'Murphy', 'Wen', 'Tony', 'Bancroft']"
505,1457,846,120902,1998,"['thriller', 'fiction', 'science', 'mystery']","['helicopter', 'government', 'marine', 'organization', 'extraterrestrial', 'x-files', 'society', 'obsession', 'space', 'bomb', 'mutation', 'fbi', 'technology', 'secret', 'lab']","['Mitch', 'David', 'Anderson', 'Gillian', 'Duchovny', 'Pileggi', 'Rob', 'Bowman']"
506,1459,3050,118998,1998,"['comedy', 'family', 'fantasy']","['director', 'animals', 'to', 'talking', 'woman']","['Davis', 'Eddie', 'Murphy', 'Oliver', 'Platt', 'Ossie', 'Betty', 'Thomas']"
507,1460,1389,120780,1998,"['crime', 'comedy', 'romance']","['purse', 'leonard', 'journalist', 'elmore', 'bedroom', 'trunk']","['Jennifer', 'Lopez', 'Ving', 'George', 'Clooney', 'Rhames', 'Steven', 'Soderbergh']"
508,1462,20862,120321,1998,"['comedy', 'drama']",[],"['Evan', 'Bedard', 'Beach', 'Irene', 'Adams', 'Adam', 'Chris', 'Eyre']"
509,1463,9464,118789,1998,"['drama', 'crime', 'comedy', 'romance']","['compulsive', 'gambling', 'prison']","['Gallo', 'Ben', 'Ricci', 'Vincent', 'Christina', 'Gazzara', 'Vincent', 'Gallo']"
510,1464,95,120591,1998,"['fiction', 'science', 'adventure', 'action', 'thriller']","['sacrifice', 'of', 'world', 'movie', 'moon', 'epilogue', 'centre', 'asteroid', 'nasa', 'daughter', 'saving', 'paris', 'self', 'marine', 'eiffel', 'cataclysm', 'space', 'the', 'wedding', 'tower', 'astronaut', 'father', 'loss', 'disaster']","['Thornton', 'Ben', 'Bruce', 'Billy', 'Willis', 'Bob', 'Affleck', 'Michael', 'Bay']"
511,1465,944,122151,1998,"['comedy', 'crime', 'adventure', 'action', 'thriller']","['house', 'on', 'lapd', 'revolver', 'fire']","['Gibson', 'Danny', 'Joe', 'Pesci', 'Mel', 'Glover', 'Richard', 'Donner']"
512,1467,11551,122718,1998,"['comedy', 'fiction', 'science', 'adventure', 'action', 'fantasy']","['comes', 'shop', 'industry', 'technical', 'toys', 'life', 'soldier', 'toy', 'to', 'prototype', 'defense', 'killer']","['Dunst', 'Smith', 'Kirsten', 'Gregory', 'Denis', 'Leary', 'Joe', 'Dante']"
513,1468,473,138704,1998,"['thriller', 'drama', 'mystery']","['hacker', 'migraine', 'mathematics', 'helix', 'chaos', 'headache', 'genius', 'mathematician', 'theory', 'insanity']","['Ben', 'Margolis', 'Gullette', 'Shenkman', 'Sean', 'Mark', 'Darren', 'Aronofsky']"
